Country!Year!TotalCO2(Tonnes)!Population!PopulationString!emiperpop
Argentina!1991!111.6405!33075194!33,075,194!3.37535435166306e-06
Argentina!1992!113.9208!33520803!33,520,803!3.39851047124378e-06
Argentina!1993!117.5629!33961947!33,961,947!3.46160660341411e-06
Argentina!1994!124.7874!34399343!34,399,343!3.6276099808069e-06
Argentina!1995!124.6823!34833168!34,833,168!3.57941316161654e-06
Argentina!1996!138.787!35264070!35,264,070!3.93564894806527e-06
Argentina!1997!139.5235!35690778!35,690,778!3.90923111846987e-06
Argentina!1998!142.4834!36109342!36,109,342!3.94588746590841e-06
Argentina!1999!144.475!36514558!36,514,558!3.95664107449966e-06
Argentina!2000!143.205!36903067!36,903,067!3.88057176927869e-06
Argentina!2001!132.6055!37273361!37,273,361!3.55764804789136e-06
Argentina!2002!124.7237!37627545!37,627,545!3.3146914049269e-06
Argentina!2003!135.6502!37970411!37,970,411!3.57252387918582e-06
Argentina!2004!152.0189!38308779!38,308,779!3.96825229016044e-06
Argentina!2005!156.9005!38647854!38,647,854!4.05974675851342e-06
Argentina!2006!166.8018!38988923!38,988,923!4.27818434482019e-06
Argentina!2007!173.5996!39331357!39,331,357!4.41377092582898e-06
Argentina!2008!184.7291!39676083!39,676,083!4.65593087906384e-06
Argentina!2009!178.3302!40023641!40,023,641!4.45562161623426e-06
Argentina!2010!184.4838!40374224!40,374,224!4.5693460263162e-06
Argentina!2011!190.6464!40728738!40,728,738!4.68088159274663e-06
Armenia!1960!5.4892!1867396!1,867,396!2.9394943547057e-06
Armenia!1961!5.6603!1934239!1,934,239!2.92637052608287e-06
Armenia!1962!5.9403!2002170!2,002,170!2.96693087999521e-06
Armenia!1963!6.3706!2070427!2,070,427!3.07694982725786e-06
Armenia!1964!6.7751!2138133!2,138,133!3.16869904725291e-06
Armenia!1965!7.1867!2204650!2,204,650!3.25979180368766e-06
Armenia!1966!7.5891!2269475!2,269,475!3.34398924861477e-06
Armenia!1967!7.9353!2332624!2,332,624!3.4018770277593e-06
Armenia!1968!8.1583!2394635!2,394,635!3.40690752452879e-06
Armenia!1969!8.4965!2456370!2,456,370!3.45896587240522e-06
Armenia!1970!8.9366!2518408!2,518,408!3.54851159939136e-06
Armenia!1971!9.4026!2580894!2,580,894!3.64315620866258e-06
Armenia!1972!9.9027!2643464!2,643,464!3.74610738031613e-06
Armenia!1973!10.3111!2705584!2,705,584!3.81104412208233e-06
Armenia!1974!10.7!2766495!2,766,495!3.86770986392529e-06
Armenia!1975!11.243!2825650!2,825,650!3.97890750800701e-06
Armenia!1976!11.6688!2882831!2,882,831!4.0476878457322e-06
Armenia!1977!12.061!2938181!2,938,181!4.10492069753361e-06
Armenia!1978!12.4708!2991954!2,991,954!4.16811221028131e-06
Armenia!1979!12.6441!3044564!3,044,564!4.15300844390198e-06
Armenia!1980!13.1458!3096298!3,096,298!4.24565077392422e-06
Armenia!1981!12.8957!3145885!3,145,885!4.09922803916863e-06
Armenia!1982!13.1421!3192877!3,192,877!4.11606836091713e-06
Armenia!1983!13.3325!3239212!3,239,212!4.1159701804019e-06
Armenia!1984!13.4541!3287588!3,287,588!4.09239235573314e-06
Armenia!1985!14.5121!3339147!3,339,147!4.34605005410064e-06
Armenia!1986!14.5618!3396511!3,396,511!4.28728186070942e-06
Armenia!1987!15.1847!3457054!3,457,054!4.39238149013582e-06
Armenia!1988!15.5244!3510439!3,510,439!4.42235287381436e-06
Armenia!1989!15.1993!3542720!3,542,720!4.29029107578358e-06
Armenia!1990!20.7013!3544695!3,544,695!5.8400793298154e-06
Armenia!1991!21.6437!3511912!3,511,912!6.16293916248471e-06
Armenia!1992!10.8779!3449497!3,449,497!3.15347426016025e-06
Armenia!1993!5.0989!3369673!3,369,673!1.51317353345562e-06
Armenia!1994!2.8113!3289943!3,289,943!8.5451328488062e-07
Armenia!1995!3.5336!3223173!3,223,173!1.09631099540732e-06
Armenia!1996!2.5692!3173425!3,173,425!8.09598462229295e-07
Armenia!1997!3.3266!3137652!3,137,652!1.06021955271012e-06
Armenia!1998!3.4602!3112958!3,112,958!1.11154728075355e-06
Armenia!1999!3.1029!3093820!3,093,820!1.00293488308951e-06
Armenia!2000!3.5099!3076098!3,076,098!1.14102346544226e-06
Armenia!2001!3.5902!3059960!3,059,960!1.17328331089295e-06
Armenia!2002!3.0659!3047002!3,047,002!1.00620216199399e-06
Armenia!2003!3.4405!3036032!3,036,032!1.13322257472912e-06
Armenia!2004!3.7092!3025652!3,025,652!1.22591758734977e-06
Armenia!2005!4.4204!3014917!3,014,917!1.46617634913333e-06
Armenia!2006!4.4514!3002911!3,002,911!1.4823616151128e-06
Armenia!2007!5.1491!2989882!2,989,882!1.72217498884571e-06
Armenia!2008!5.6447!2977488!2,977,488!1.89579269505032e-06
Armenia!2009!4.4945!2968154!2,968,154!1.51424083790801e-06
Armenia!2010!4.2818!2963496!2,963,496!1.44484757192181e-06
Armenia!2011!4.66!2964120!2,964,120!1.57213608086042e-06
Australia!1960!88.1302!10276477!10,276,477!8.5759156566983e-06
Australia!1961!90.5118!10483000!10,483,000!8.6341505294286e-06
Australia!1962!94.8353!10742000!10,742,000!8.82845838763731e-06
Australia!1963!100.9469!10950000!10,950,000!9.21889497716895e-06
