UTA,GSW,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
UTA,GSW,240,41,90,.456,5,11,.455,30,36,.833,16,40,56,24,9,7,19,26,117
UTA,GSW,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
UTA,GSW,240,32,77,.416,6,23,.261,26,38,.684,7,30,37,19,8,9,20,28,96
HOU,LAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
HOU,LAL,240,34,74,.459,6,22,.273,21,31,.677,12,37,49,23,10,5,18,30,95
HOU,LAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
HOU,LAL,240,32,76,.421,2,8,.250,27,45,.600,11,26,37,18,16,3,12,22,93
POR,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
POR,SAS,240,39,78,.500,6,13,.462,13,17,.765,8,32,40,15,1,4,16,19,97
POR,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
POR,SAS,240,41,87,.471,6,24,.250,18,26,.692,12,28,40,21,8,4,8,19,106
DAL,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DAL,CLE,240,33,69,.478,9,18,.500,17,20,.850,5,31,36,23,6,8,16,17,92
DAL,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DAL,CLE,240,28,77,.364,3,12,.250,15,25,.600,16,31,47,13,11,2,15,21,74
SEA,DEN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SEA,DEN,240,40,96,.417,7,17,.412,16,27,.593,14,38,52,27,9,5,19,27,103
SEA,DEN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SEA,DEN,240,42,91,.462,11,27,.407,25,35,.714,13,37,50,31,11,10,15,21,120
WAS,IND,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
WAS,IND,265,36,99,.364,6,20,.300,32,45,.711,23,33,56,15,6,6,18,30,110
WAS,IND,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
WAS,IND,265,38,92,.413,13,29,.448,30,36,.833,14,42,56,20,12,6,17,33,119
SAS,MEM,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SAS,MEM,240,38,87,.437,12,23,.522,16,22,.727,7,35,42,23,8,5,9,17,104
SAS,MEM,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SAS,MEM,240,38,80,.475,10,23,.435,15,20,.750,6,36,42,21,5,6,14,19,101
CHI,NJN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
CHI,NJN,265,38,96,.396,8,23,.348,19,26,.731,19,26,45,23,7,3,16,30,103
CHI,NJN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
CHI,NJN,265,33,82,.402,9,24,.375,37,41,.902,14,34,48,24,9,7,17,31,112
SAC,NOH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SAC,NOH,240,36,81,.444,3,10,.300,15,18,.833,8,26,34,21,5,3,15,27,90
SAC,NOH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
SAC,NOH,240,39,77,.506,10,21,.476,16,21,.762,11,33,44,23,6,7,19,24,104
MIL,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
MIL,ORL,240,33,87,.379,4,17,.235,13,22,.591,18,30,48,16,4,4,14,28,83
MIL,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
MIL,ORL,240,32,73,.438,12,22,.545,26,35,.743,9,33,42,15,2,9,10,22,102
PHI,TOR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
PHI,TOR,240,38,82,.463,7,17,.412,14,23,.609,15,31,46,22,3,9,17,17,97
PHI,TOR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
PHI,TOR,240,41,85,.482,9,16,.563,15,17,.882,10,27,37,23,8,4,10,20,106
DET,MIA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DET,MIA,240,31,80,.388,6,19,.316,23,30,.767,12,32,44,19,11,4,10,14,91
DET,MIA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DET,MIA,240,33,75,.440,5,13,.385,9,15,.600,5,35,40,15,4,4,17,22,80
PHO,SEA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
PHO,SEA,240,42,84,.500,11,33,.333,11,17,.647,5,39,44,31,11,2,19,14,106
PHO,SEA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
PHO,SEA,240,41,99,.414,5,13,.385,12,15,.800,11,39,50,24,10,2,18,17,99
HOU,UTA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
HOU,UTA,240,39,80,.488,5,16,.313,23,30,.767,9,32,41,19,9,8,14,24,106
HOU,UTA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
HOU,UTA,240,36,81,.444,3,14,.214,20,29,.690,15,29,44,24,6,4,20,27,95
DAL,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DAL,ATL,240,35,80,.438,4,24,.167,20,25,.800,7,31,38,14,4,10,10,25,94
DAL,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DAL,ATL,240,36,79,.456,4,15,.267,25,31,.806,14,38,52,20,6,4,15,23,101
WAS,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
WAS,BOS,240,28,80,.350,0,16,.000,27,35,.771,14,31,45,11,6,5,20,23,83
WAS,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
