MIA,BOS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIA,BOS,240,.471,.419,24.4,77.8,48.1,55.6,11.3,11.1,16.7,100.0,90.4,99.5
MIA,BOS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIA,BOS,240,.550,.522,22.2,75.6,51.9,78.1,6.8,7.5,18.4,100.0,99.5,90.4
HOU,LAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
HOU,LAL,240,.532,.462,34.8,72.5,54.6,65.8,5.8,9.9,16.2,100.0,107.2,109.1
HOU,LAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
HOU,LAL,240,.517,.464,27.5,65.2,45.4,52.5,10.7,5.3,10.0,100.0,109.1,107.2
PHO,POR,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,POR,240,.568,.547,18.9,56.1,38.5,41.7,3.3,7.3,19.0,100.0,102.7,118.3
PHO,POR,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,POR,240,.532,.516,43.9,81.1,61.5,72.1,12.3,2.7,10.8,100.0,118.3,102.7
BOS,CLE,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,CLE,240,.535,.493,17.1,80.0,50.7,70.6,8.6,1.7,19.0,100.0,93.4,102.0
BOS,CLE,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,CLE,240,.526,.481,20.0,82.9,49.3,66.7,5.4,6.6,13.4,100.0,102.0,93.4
