MIA,DAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIA,DAL,240,.559,.513,39.5,81.8,62.2,47.4,9.1,8.5,19.0,100.0,105.7,94.7
MIA,DAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIA,DAL,240,.494,.433,18.2,60.5,37.8,74.2,10.1,0.0,15.2,100.0,94.7,105.7
LAC,GSW,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
LAC,GSW,240,.537,.506,29.5,63.8,47.3,59.5,10.0,13.8,9.3,100.0,116.3,95.3
LAC,GSW,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
LAC,GSW,240,.465,.421,36.2,70.5,52.7,53.1,4.4,13.1,14.7,100.0,95.3,116.3
CHI,LAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,LAL,240,.462,.444,34.8,67.6,49.4,58.3,15.9,5.4,12.8,100.0,100.0,98.9
CHI,LAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,LAL,240,.513,.500,32.4,65.2,50.6,61.1,6.8,13.3,16.7,100.0,98.9,100.0
BOS,NYK,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,NYK,240,.580,.526,36.1,77.8,56.9,71.8,7.5,7.0,16.7,100.0,111.6,113.7
BOS,NYK,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,NYK,240,.596,.534,22.2,63.9,43.1,48.6,9.7,20.4,15.2,100.0,113.7,111.6
ORL,OKC,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,OKC,240,.481,.420,28.0,81.6,51.1,60.0,7.6,7.5,16.3,100.0,96.2,104.8
ORL,OKC,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,OKC,240,.581,.542,18.4,72.0,48.9,61.8,8.6,9.4,16.1,100.0,104.8,96.2
MIL,CHA,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIL,CHA,240,.505,.452,17.8,67.4,42.9,61.8,6.3,3.3,11.3,100.0,100.3,101.4
MIL,CHA,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIL,CHA,240,.504,.465,32.6,82.2,57.1,71.1,3.2,9.0,14.4,100.0,101.4,100.3
TOR,CLE,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,CLE,240,.614,.589,33.3,69.4,54.9,83.3,4.7,15.5,12.4,100.0,122.5,113.1
TOR,CLE,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,CLE,240,.493,.447,30.6,66.7,45.1,60.0,8.2,1.5,6.7,100.0,113.1,122.5
DEN,DAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,DAL,240,.612,.557,23.8,88.1,56.0,46.2,15.2,5.8,13.8,100.0,116.4,94.1
DEN,DAL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,DAL,240,.529,.474,11.9,76.2,44.0,59.4,11.1,6.1,17.8,100.0,94.1,116.4
CHI,GSW,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,GSW,240,.496,.463,32.6,82.5,56.6,47.1,3.2,5.2,17.9,100.0,98.0,106.6
CHI,GSW,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,GSW,240,.546,.494,17.5,67.4,43.4,61.1,17.2,8.1,9.9,100.0,106.6,98.0
DET,IND,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DET,IND,240,.469,.407,20.5,63.3,43.0,63.0,5.7,14.3,16.0,100.0,90.7,104.4
DET,IND,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DET,IND,240,.464,.408,36.7,79.5,57.0,62.5,10.3,12.5,9.3,100.0,104.4,90.7
OKC,MIN,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
OKC,MIN,240,.567,.481,21.1,77.3,51.2,51.4,6.1,8.1,15.6,100.0,106.4,102.3
OKC,MIN,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
OKC,MIN,240,.508,.466,22.7,78.9,48.8,56.4,4.1,3.1,10.9,100.0,102.3,106.4
HOU,ORL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
HOU,ORL,240,.523,.476,27.5,83.3,53.9,72.2,4.5,9.1,9.0,100.0,107.6,117.8
HOU,ORL,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
HOU,ORL,240,.595,.584,16.7,72.5,46.1,43.2,1.1,6.6,11.2,100.0,117.8,107.6
NOH,PHO,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOH,PHO,240,.482,.456,26.7,74.5,51.1,28.6,10.2,7.9,12.8,100.0,96.0,94.9
NOH,PHO,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOH,PHO,240,.470,.426,25.5,73.3,48.9,71.9,10.2,5.4,13.5,100.0,94.9,96.0
PHI,POR,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
