CHH,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHH,ATL,240,35,62,.565,5,9,.556,31,40,.775,7,37,44,16,7,6,17,23,106
CHH,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHH,ATL,240,30,81,.370,6,15,.400,16,21,.762,11,18,29,14,9,2,13,31,82
SAC,CHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,CHI,240,40,73,.548,5,13,.385,15,19,.789,5,32,37,29,12,6,17,23,100
SAC,CHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,CHI,240,26,67,.388,6,8,.750,23,29,.793,7,22,29,19,8,4,19,20,81
MIL,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,DAL,240,33,83,.398,6,19,.316,21,26,.808,17,34,51,16,6,7,18,27,93
MIL,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,DAL,240,35,88,.398,9,25,.360,18,27,.667,20,32,52,22,9,9,17,26,97
PHO,GSW,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,GSW,240,36,91,.396,6,21,.286,16,20,.800,11,33,44,25,12,3,16,28,94
PHO,GSW,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,GSW,240,32,79,.405,4,8,.500,28,38,.737,14,41,55,18,11,5,21,22,96
MIN,HOU,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,HOU,240,43,88,.489,6,11,.545,14,16,.875,13,31,44,29,7,1,15,25,106
MIN,HOU,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,HOU,240,34,74,.459,2,9,.222,28,40,.700,11,27,38,18,9,7,18,17,98
CLE,NJN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,NJN,240,32,78,.410,2,7,.286,20,32,.625,11,41,52,16,5,8,19,27,86
CLE,NJN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,NJN,240,31,85,.365,3,10,.300,17,26,.654,12,35,47,24,9,8,12,31,82
PHI,NYK,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,NYK,240,38,66,.576,3,8,.375,22,30,.733,8,29,37,27,10,5,13,24,101
PHI,NYK,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,NYK,240,25,70,.357,3,11,.273,19,24,.792,14,23,37,14,6,4,22,30,72
WAS,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,ORL,240,33,72,.458,4,7,.571,16,24,.667,9,35,44,20,6,1,26,28,86
WAS,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,ORL,240,34,79,.430,6,16,.375,23,33,.697,8,29,37,20,10,9,15,24,97
LAL,POR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,POR,240,36,63,.571,5,11,.455,19,30,.633,8,31,39,28,5,8,20,18,96
LAL,POR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,POR,240,34,85,.400,4,11,.364,14,16,.875,13,19,32,18,13,1,10,28,86
IND,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,SAS,240,36,80,.450,4,17,.235,9,13,.692,9,26,35,19,5,4,16,32,85
IND,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,SAS,240,33,64,.516,4,8,.500,28,35,.800,5,32,37,17,6,4,18,22,98
DET,TOR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,TOR,240,44,93,.473,3,12,.250,13,18,.722,11,34,45,21,7,6,12,27,104
DET,TOR,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,TOR,240,35,93,.376,5,17,.294,20,31,.645,20,28,48,27,7,7,15,21,95
LAC,UTA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,UTA,240,34,69,.493,4,13,.308,22,34,.647,12,32,44,18,3,6,24,32,94
LAC,UTA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,UTA,240,43,85,.506,5,10,.500,16,31,.516,11,22,33,33,11,4,12,30,107
SEA,VAN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SEA,VAN,240,32,84,.381,8,23,.348,16,22,.727,14,38,52,20,5,9,19,25,88
SEA,VAN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SEA,VAN,240,39,90,.433,4,14,.286,12,26,.462,14,37,51,28,12,6,11,21,94
DET,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,BOS,240,33,92,.359,7,21,.333,10,14,.714,17,33,50,18,4,3,22,28,83
DET,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,BOS,240,32,77,.416,7,15,.467,32,38,.842,10,33,43,22,13,7,14,22,103
WAS,CHH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,CHH,240,33,65,.508,4,8,.500,25,28,.893,4,32,36,24,5,5,18,28,95
WAS,CHH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,CHH,240,27,74,.365,0,9,.000,23,32,.719,11,22,33,21,9,6,16,25,77
SAC,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,CLE,290,30,83,.361,6,16,.375,34,40,.850,14,24,38,18,8,6,21,21,100
SAC,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,CLE,290,40,86,.465,0,4,.000,22,29,.759,17,34,51,27,8,9,21,32,102
UTA,LAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,LAL,240,33,66,.500,4,9,.444,27,38,.711,7,31,38,22,5,5,15,31,97
UTA,LAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,LAL,240,34,79,.430,3,13,.231,21,34,.618,14,25,39,17,5,6,12,29,92
ORL,MIA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,MIA,240,31,79,.392,1,11,.091,16,28,.571,15,31,46,8,7,4,29,27,79
ORL,MIA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,MIA,240,38,76,.500,8,17,.471,21,26,.808,6,32,38,22,12,6,21,31,105
TOR,PHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,PHI,240,39,86,.453,5,13,.385,15,18,.833,16,24,40,23,10,5,16,26,98
TOR,PHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,PHI,240,41,85,.482,3,11,.273,19,28,.679,17,26,43,19,11,10,14,23,104
DEN,SEA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,SEA,240,39,88,.443,7,25,.280,14,26,.538,11,22,33,20,11,5,13,26,99
DEN,SEA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,SEA,240,44,79,.557,5,12,.417,19,24,.792,10,37,47,27,7,4,24,23,112
IND,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,DAL,240,32,70,.457,5,16,.313,19,29,.655,12,28,40,18,7,3,19,28,88
IND,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,DAL,240,35,75,.467,6,15,.400,18,21,.857,8,24,32,18,8,7,13,24,94
GSW,DEN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,DEN,240,38,95,.400,4,12,.333,17,28,.607,16,35,51,21,7,14,15,29,97
GSW,DEN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,DEN,240,32,79,.405,7,15,.467,30,38,.789,9,33,42,23,4,9,14,24,101
MIL,HOU,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,HOU,240,34,75,.453,3,9,.333,22,26,.846,11,26,37,15,3,6,14,25,93
MIL,HOU,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,HOU,240,38,75,.507,12,27,.444,27,32,.844,9,27,36,21,5,6,14,30,115
VAN,LAC,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
VAN,LAC,240,36,87,.414,5,13,.385,22,25,.880,18,22,40,23,12,2,14,23,99
VAN,LAC,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
VAN,LAC,240,38,79,.481,2,15,.133,13,20,.650,15,29,44,21,7,5,20,20,91
ATL,NYK,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,NYK,240,26,78,.333,4,15,.267,13,15,.867,14,26,40,20,6,1,17,21,69
ATL,NYK,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,NYK,240,34,68,.500,7,13,.538,19,21,.905,2,34,36,22,4,5,12,21,94
POR,PHO,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,PHO,240,29,66,.439,4,11,.364,20,25,.800,10,26,36,24,5,6,25,29,82
POR,PHO,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,PHO,240,41,82,.500,8,19,.421,18,23,.783,12,24,36,28,14,5,14,24,108
MIN,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,SAS,240,40,87,.460,1,4,.250,10,15,.667,14,23,37,21,7,7,14,26,91
MIN,SAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,SAS,240,36,77,.468,4,10,.400,27,30,.900,11,31,42,18,4,4,16,21,103
TOR,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,BOS,240,34,79,.430,4,15,.267,19,22,.864,9,31,40,22,7,6,19,27,91
TOR,BOS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,BOS,240,34,82,.415,8,15,.533,17,25,.680,13,29,42,15,13,2,15,26,93
MIA,CHH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,CHH,240,26,74,.351,4,11,.364,23,27,.852,15,26,41,12,10,4,18,24,79
MIA,CHH,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,CHH,240,30,70,.429,3,11,.273,20,25,.800,12,29,41,18,10,10,19,27,83
NJN,CHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NJN,CHI,240,33,79,.418,1,4,.250,25,38,.658,14,31,45,18,12,5,13,28,92
NJN,CHI,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NJN,CHI,240,29,71,.408,3,11,.273,21,33,.636,9,32,41,21,6,7,18,29,82
SAC,DET,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,DET,240,34,92,.370,8,13,.615,24,29,.828,23,24,47,23,16,4,17,26,100
SAC,DET,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,DET,240,33,74,.446,3,12,.250,24,29,.828,14,31,45,18,10,8,25,26,93
PHI,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,ORL,240,29,79,.367,3,12,.250,26,30,.867,15,41,56,21,10,6,26,27,87
PHI,ORL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,ORL,240,30,86,.349,3,17,.176,17,30,.567,12,34,46,17,9,10,20,29,80
NYK,WAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,WAS,240,29,75,.387,4,16,.250,18,21,.857,7,35,42,14,7,7,11,22,80
NYK,WAS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,WAS,240,30,77,.390,2,10,.200,14,19,.737,9,34,43,20,5,7,13,21,76
ORL,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,ATL,240,37,73,.507,4,14,.286,29,35,.829,15,25,40,14,5,6,22,23,107
ORL,ATL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,ATL,240,39,88,.443,6,16,.375,20,29,.690,23,20,43,25,15,1,16,25,104
BOS,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,CLE,240,27,74,.365,4,12,.333,31,41,.756,12,27,39,19,11,6,21,27,89
BOS,CLE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,CLE,240,31,67,.463,1,9,.111,28,37,.757,10,30,40,22,9,12,25,32,91
UTA,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,DAL,240,37,68,.544,4,7,.571,34,47,.723,10,27,37,27,8,1,12,30,112
UTA,DAL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,DAL,240,35,76,.461,11,22,.500,25,29,.862,12,25,37,21,2,4,16,30,106
PHO,DEN,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
